CUSTOMERNAME,CUSTOMER_ID,CONTACTFIRSTNAME,CONTACTLASTNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY
Microscale Inc.,1243,Kee,Kuo,2125551957,5290 North Pendale Street,NYC,10022,USA
Land of Toys Inc.,1244,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Salzburg Collectables,1245,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Technics Stores Inc.,1246,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
La Rochelle Gifts,1247,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
FunGiftIdeas.com,1248,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
"UK Collectables, Ltd.",1249,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
Euro Shopping Channel,1250,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,1251,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Dragon Souveniers, Ltd.",1252,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Muscle Machine Inc,1253,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Mini Gifts Distributors Ltd.,1254,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,1255,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Dragon Souveniers, Ltd.",1256,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
L'ordine Souveniers,1257,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Mini Creations Ltd.,1258,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Super Scale Inc.,1259,Leslie,Murphy,2035559545,567 North Pendale Street,New Haven,97823,USA
"Saveley & Henriot, Co.",1260,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
"Clover Collections, Co.",1261,Dean,Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland
"Blauer See Auto, Co.",1262,Roland,Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany
Suominen Souveniers,1263,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
Diecast Classics Inc.,1264,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Mini Gifts Distributors Ltd.,1265,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Amica Models & Co.,1266,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
"AV Stores, Co.",1267,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Heintze Collectables,1268,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Vitachrome Inc.,1269,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
"La Corne D'abondance, Co.",1270,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
"Corrida Auto Replicas, Ltd",1271,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Euro Shopping Channel,1272,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Tokyo Collectables, Ltd",1273,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
Mini Gifts Distributors Ltd.,1274,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Gift Depot Inc.,1275,Julie,King,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA
Cruz & Sons Co.,1276,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Marseille Mini Autos,1277,Laurence,Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,13008,France
Mini Gifts Distributors Ltd.,1278,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Collectables For Less Inc.,1279,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
Mini Auto Werke,1280,Roland,Mendel,7675-3555,Kirchgasse 6,Graz,8010,Austria
Herkku Gifts,1281,Veysel,Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway
"Toms Spezialitten, Ltd",1282,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
Euro Shopping Channel,1283,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,1284,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Vida Sport, Ltd",1285,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
Danish Wholesale Imports,1286,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
"UK Collectables, Ltd.",1287,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
L'ordine Souveniers,1288,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Online Mini Collectables,1289,Miguel,Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA
"Vida Sport, Ltd",1290,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
"Blauer See Auto, Co.",1291,Roland,Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany
"Toms Spezialitten, Ltd",1292,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
"Volvo Model Replicas, Co",1293,Christina,Berglund,0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden
Land of Toys Inc.,1294,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Salzburg Collectables,1295,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Suominen Souveniers,1296,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
Boards & Toys Co.,1297,Leslie,Young,3105552373,4097 Douglas Av.,Glendale,92561,USA
Scandinavian Gift Ideas,1298,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Salzburg Collectables,1299,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Danish Wholesale Imports,1300,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
"Dragon Souveniers, Ltd.",1301,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Muscle Machine Inc,1302,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Mini Gifts Distributors Ltd.,1303,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,1304,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Dragon Souveniers, Ltd.",1305,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
L'ordine Souveniers,1306,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Mini Creations Ltd.,1307,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Super Scale Inc.,1308,Leslie,Murphy,2035559545,567 North Pendale Street,New Haven,97823,USA
"Saveley & Henriot, Co.",1309,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
"Clover Collections, Co.",1310,Dean,Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland
CAF Imports,1311,Jesus,Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain
Suominen Souveniers,1312,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
Diecast Classics Inc.,1313,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Mini Gifts Distributors Ltd.,1314,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Amica Models & Co.,1315,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
"AV Stores, Co.",1316,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Heintze Collectables,1317,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Baane Mini Imports,1318,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
"La Corne D'abondance, Co.",1319,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
Muscle Machine Inc,1320,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Reims Collectables,1321,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
"Tokyo Collectables, Ltd",1322,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
Mini Gifts Distributors Ltd.,1323,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Mini Gifts Distributors Ltd.,1324,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Gift Depot Inc.,1325,Julie,King,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA
Cruz & Sons Co.,1326,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Marseille Mini Autos,1327,Laurence,Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,13008,France
Mini Gifts Distributors Ltd.,1328,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Collectables For Less Inc.,1329,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
"Anna's Decorations, Ltd",1330,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Herkku Gifts,1331,Veysel,Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway
"Toms Spezialitten, Ltd",1332,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
Euro Shopping Channel,1333,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Auto Canal Petit,1334,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
"Vida Sport, Ltd",1335,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
Danish Wholesale Imports,1336,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
"UK Collectables, Ltd.",1337,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
L'ordine Souveniers,1338,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Online Mini Collectables,1339,Miguel,Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA
"Vida Sport, Ltd",1340,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
"Blauer See Auto, Co.",1341,Roland,Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany
"Toms Spezialitten, Ltd",1342,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
"Volvo Model Replicas, Co",1343,Christina,Berglund,0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden
Land of Toys Inc.,1344,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Salzburg Collectables,1345,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Suominen Souveniers,1346,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
"Toys of Finland, Co.",1347,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Scandinavian Gift Ideas,1348,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Salzburg Collectables,1349,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Euro Shopping Channel,1350,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Classic Legends Inc.,1351,Maria,Hernandez,2125558493,5905 Pompton St.,NYC,10022,USA
Muscle Machine Inc,1352,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Suominen Souveniers,1353,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
"Oulu Toy Supplies, Inc.",1354,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
"Dragon Souveniers, Ltd.",1355,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
"Stylish Desk Decors, Co.",1356,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
"Iberia Gift Imports, Corp.",1357,Jose Pedro,Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain
Mini Classics,1358,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
Diecast Collectables,1359,Valarie,Franco,6175552555,6251 Ingle Ln.,Boston,51003,USA
Signal Collectibles Ltd.,1360,Sue,Taylor,4155554312,2793 Furth Circle,Brisbane,94217,USA
Mini Gifts Distributors Ltd.,1361,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,1362,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Handji Gifts& Co,1363,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
Mini Gifts Distributors Ltd.,1364,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Diecast Classics Inc.,1365,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Land of Toys Inc.,1366,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Marta's Replicas Co.,1367,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
Heintze Collectables,1368,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Vitachrome Inc.,1369,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
"La Corne D'abondance, Co.",1370,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
Muscle Machine Inc,1371,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Euro Shopping Channel,1372,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,1373,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Mini Gifts Distributors Ltd.,1374,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,1375,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
La Rochelle Gifts,1376,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Cruz & Sons Co.,1377,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Marseille Mini Autos,1378,Laurence,Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,13008,France
Mini Gifts Distributors Ltd.,1379,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Collectables For Less Inc.,1380,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
Mini Auto Werke,1381,Roland,Mendel,7675-3555,Kirchgasse 6,Graz,8010,Austria
Herkku Gifts,1382,Veysel,Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway
Online Diecast Creations Co.,1383,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
Euro Shopping Channel,1384,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,1385,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Vida Sport, Ltd",1386,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
"Oulu Toy Supplies, Inc.",1387,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
"UK Collectables, Ltd.",1388,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
L'ordine Souveniers,1389,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
"Dragon Souveniers, Ltd.",1390,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
"Vida Sport, Ltd",1391,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
"Blauer See Auto, Co.",1392,Roland,Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany
"Toms Spezialitten, Ltd",1393,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
FunGiftIdeas.com,1394,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
Land of Toys Inc.,1395,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Salzburg Collectables,1396,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Suominen Souveniers,1397,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
"Toys of Finland, Co.",1398,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Scandinavian Gift Ideas,1399,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Mini Caravy,1400,Frederique,Citeaux,88.60.1555,"24, place Kluber",Strasbourg,67000,France
Salzburg Collectables,1401,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Baane Mini Imports,1402,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
Mini Gifts Distributors Ltd.,1403,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"Corrida Auto Replicas, Ltd",1404,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Technics Stores Inc.,1405,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
"Dragon Souveniers, Ltd.",1406,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Mini Auto Werke,1407,Roland,Mendel,7675-3555,Kirchgasse 6,Graz,8010,Austria
"Australian Gift Network, Co",1408,Tony,Calaghan,61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia
"Classic Gift Ideas, Inc",1409,Francisca,Cervantes,2155554695,782 First Street,Philadelphia,71270,USA
"Saveley & Henriot, Co.",1410,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Canadian Gift Exchange Network,1411,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
West Coast Collectables Co.,1412,Steve,Thompson,3105553722,3675 Furth Circle,Burbank,94019,USA
Cambridge Collectables Co.,1413,Kyung,Tseng,6175555555,4658 Baden Av.,Cambridge,51247,USA
Super Scale Inc.,1414,Leslie,Murphy,2035559545,567 North Pendale Street,New Haven,97823,USA
"Tokyo Collectables, Ltd",1415,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
Souveniers And Things Co.,1416,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
Amica Models & Co.,1417,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
Scandinavian Gift Ideas,1418,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Auto Assoc. & Cie.,1419,Daniel,Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France
Mini Gifts Distributors Ltd.,1420,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Online Diecast Creations Co.,1421,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
"Australian Collectors, Co.",1422,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Mini Gifts Distributors Ltd.,1423,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"Anna's Decorations, Ltd",1424,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
"Anna's Decorations, Ltd",1425,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Quebec Home Shopping Network,1426,Jean,Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada
Euro Shopping Channel,1427,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Motor Mint Distributors Inc.,1428,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
Marseille Mini Autos,1429,Laurence,Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,13008,France
Alpha Cognac,1430,Annette,Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France
"Anna's Decorations, Ltd",1431,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Heintze Collectables,1432,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Quebec Home Shopping Network,1433,Jean,Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada
Herkku Gifts,1434,Veysel,Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway
Online Diecast Creations Co.,1435,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
Muscle Machine Inc,1436,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Euro Shopping Channel,1437,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Vida Sport, Ltd",1438,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
Osaka Souveniers Co.,1439,Mory,Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan
"UK Collectables, Ltd.",1440,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
L'ordine Souveniers,1441,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Signal Gift Stores,1442,Sue,King,7025551838,8489 Strong St.,Las Vegas,83030,USA
"Vida Sport, Ltd",1443,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
"Norway Gifts By Mail, Co.",1444,Jan,Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway
"Toms Spezialitten, Ltd",1445,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
FunGiftIdeas.com,1446,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
Motor Mint Distributors Inc.,1447,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
"Australian Collectors, Co.",1448,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Lyon Souveniers,1449,Daniel,Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France
Mini Creations Ltd.,1450,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
"Toys of Finland, Co.",1451,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Mini Gifts Distributors Ltd.,1452,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Danish Wholesale Imports,1453,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
Salzburg Collectables,1454,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Vitachrome Inc.,1455,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
"Australian Collectors, Co.",1456,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Souveniers And Things Co.,1457,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
Signal Collectibles Ltd.,1458,Sue,Taylor,4155554312,2793 Furth Circle,Brisbane,94217,USA
Rovelli Gifts,1459,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
Mini Gifts Distributors Ltd.,1460,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"Australian Collectables, Ltd",1461,Sean,Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia
